,Underlying,timestamp,quarter
1860,TDOC,2017-08-03,2017-09-30
1861,TDOC,2017-11-02,2017-12-31
1862,TDOC,2018-02-28,2018-03-31
1863,TDOC,2018-05-02,2018-06-30
1864,TEAM,2017-07-28,2017-09-30
1865,TEAM,2017-10-20,2017-12-31
1866,TEAM,2018-01-19,2018-03-31
1867,TEAM,2018-03-14,2018-06-30
1869,TECD,2017-09-01,2017-10-31
1870,TECD,2017-11-28,2018-01-31
1871,TECD,2018-03-08,2018-04-30
1875,TECK,2017-07-27,2017-09-30
1876,TECK,2017-10-26,2017-12-31
1878,TELL,2017-11-08,2017-12-31
1879,TELL,2018-03-14,2018-03-31
1880,TELL,2018-05-10,2018-06-30
1881,TEO,2018-03-08,2017-09-30
1886,TER,2017-10-26,2017-12-31
1889,TEVA,2017-08-03,2017-09-30
1890,TEVA,2017-11-02,2017-12-31
1891,TEVA,2018-02-08,2018-03-31
1892,TEVA,2018-05-03,2018-06-30
1893,TGP,2017-08-03,2017-09-30
1894,TGP,2017-11-09,2017-12-31
1895,TGP,2018-02-22,2018-03-31
1896,TGP,2018-05-17,2018-06-30
1902,TGTX,2017-11-08,2017-12-31
1903,TGTX,2018-03-08,2018-03-31
1904,TGTX,2018-05-08,2018-06-30
1905,THC,2017-08-08,2017-09-30
1906,THC,2017-11-07,2017-12-31
1907,THC,2018-02-27,2018-03-31
1908,THC,2018-05-01,2018-06-30
1909,THO,2017-11-28,2017-07-31
1910,THO,2018-03-08,2017-10-31
1913,TIF,2017-08-25,2017-10-31
1914,TIF,2017-11-29,2018-01-31
1915,TIF,2018-03-16,2018-04-30
1916,TIF,2018-05-23,2018-07-31
1917,TIS,2017-11-08,2017-09-30
1921,TITN,2017-08-31,2017-10-31
1922,TITN,2017-11-30,2018-01-31
1923,TITN,2018-03-29,2018-04-30
1929,TK,2017-08-03,2017-09-30
1930,TK,2017-11-09,2017-12-31
1931,TK,2018-02-22,2018-03-31
1932,TK,2018-05-17,2018-06-30
1941,TMUS,2017-07-20,2017-09-30
1942,TMUS,2018-02-08,2017-12-31
1943,TMUS,2018-05-02,2018-03-31
1945,TNDM,2017-07-28,2017-09-30
1949,TOL,2017-08-22,2017-10-31
1950,TOL,2017-12-05,2018-01-31
1951,TOL,2018-02-27,2018-04-30
1953,TOO,2017-08-03,2017-09-30
1954,TOO,2017-11-09,2017-12-31
1955,TOO,2018-02-22,2018-03-31
1956,TOO,2018-05-17,2018-06-30
1957,TOT,2017-07-27,2017-09-30
1958,TOT,2017-10-27,2017-12-31
1959,TOT,2018-02-08,2018-03-31
1960,TOT,2018-04-26,2018-06-30
1961,TPR,2017-08-15,2017-09-30
1963,TPR,2018-02-06,2018-03-31
1964,TPR,2018-05-01,2018-06-30
1967,TRI,2017-08-01,2017-09-30
1968,TRI,2017-11-01,2017-12-31
1969,TROW,2017-07-25,2017-09-30
1970,TROW,2017-10-26,2017-12-31
1971,TROW,2018-01-30,2018-03-31
1972,TROW,2018-04-25,2018-06-30
1973,TROX,2017-08-09,2017-09-30
1975,TROX,2018-02-21,2018-03-31
1981,TRTN,2017-08-09,2017-09-30
1982,TRTN,2017-11-09,2017-12-31
1983,TRTN,2018-02-23,2018-03-31
1984,TRTN,2018-05-04,2018-06-30
1988,TRVN,2018-05-03,2018-06-30
1989,UAL,2017-07-19,2017-09-30
1990,UAL,2017-10-19,2017-12-31
1993,UBNT,2017-08-03,2017-09-30
1994,UBNT,2017-11-09,2017-12-31
1995,UBNT,2018-02-08,2018-03-31
1996,UBNT,2018-05-10,2018-06-30
1997,UBS,2017-07-28,2017-09-30
2005,VFC,2017-07-24,2017-09-30
2008,VFC,2018-05-04,2018-06-30
2009,VIAB,2017-08-04,2017-09-30
2010,VIAB,2017-11-16,2017-12-31
2011,VIAB,2018-02-08,2018-03-31
2012,VIAB,2018-04-25,2018-06-30
2017,VIRT,2017-08-08,2017-09-30
2018,VIRT,2017-11-07,2017-12-31
2019,VIRT,2018-02-08,2018-03-31
2020,VIRT,2018-05-04,2018-06-30
2021,VSAT,2017-08-09,2017-09-30
2022,VSAT,2017-11-09,2017-12-31
2023,VSAT,2018-02-09,2018-03-31
2024,VSAT,2018-05-25,2018-06-30
2025,VSH,2017-08-03,2017-09-30
2026,VSH,2017-10-26,2017-12-31
2027,VSH,2018-02-06,2018-03-31
2028,VSH,2018-05-08,2018-06-30
2037,VTR,2017-07-28,2017-09-30
2038,VTR,2017-10-27,2017-12-31
2039,VTR,2018-02-09,2018-03-31
2040,VTR,2018-04-27,2018-06-30
2042,WEN,2017-11-08,2017-12-31
2045,WERN,2017-07-25,2017-09-30
2046,WERN,2017-10-20,2017-12-31
2047,WERN,2018-01-30,2018-03-31
2048,WERN,2018-04-20,2018-06-30
2049,WES,2017-07-26,2017-09-30
2050,WES,2017-11-01,2017-12-31
2051,WES,2018-02-16,2018-03-31
2052,WES,2018-05-02,2018-06-30
2053,WFC,2017-07-14,2017-09-30
2055,WFC,2018-01-12,2018-03-31
2056,WFC,2018-04-13,2018-06-30
2057,WFT,2017-07-28,2017-09-30
2058,WFT,2017-11-01,2017-12-31
2059,WFT,2018-02-02,2018-03-31
2060,WFT,2018-04-24,2018-06-30
2061,WTW,2017-08-04,2017-09-30
2063,WTW,2018-02-28,2018-03-31
2064,WTW,2018-05-04,2018-06-30
2069,WWE,2017-07-27,2017-09-30
2070,WWE,2017-10-26,2017-12-31
2071,WWE,2018-02-08,2018-03-31
2072,WWE,2018-05-03,2018-06-30
2073,WY,2017-07-28,2017-09-30
2074,WY,2017-10-27,2017-12-31
2075,WY,2018-02-02,2018-03-31
2076,WY,2018-04-27,2018-06-30
2081,XLNX,2017-07-27,2017-09-30
2083,XLNX,2018-01-25,2018-03-31
2084,XLNX,2018-04-26,2018-06-30
2085,XOM,2017-07-28,2017-09-30
2086,XOM,2017-10-27,2017-12-31
2087,XOM,2018-02-02,2018-03-31
2088,XOM,2018-04-27,2018-06-30
2089,XPO,2017-08-03,2017-09-30
2090,XPO,2017-11-02,2017-12-31
2091,XPO,2018-02-08,2018-03-31
2092,XPO,2018-05-03,2018-06-30
2093,XRX,2017-08-01,2017-09-30
2094,XRX,2017-10-26,2017-12-31
2095,XRX,2018-01-31,2018-03-31
2096,XRX,2018-05-04,2018-06-30
2099,XXII,2017-08-10,2017-09-30
2101,YELP,2017-08-04,2017-09-30
2102,YELP,2017-11-02,2017-12-31
2103,YELP,2018-02-08,2018-03-31
2104,YELP,2018-05-11,2018-06-30
2107,YEXT,2018-06-01,2018-04-30
2109,YNDX,2017-07-28,2017-09-30
2110,YNDX,2017-10-24,2017-12-31
2111,YNDX,2018-02-15,2018-03-31
2112,YNDX,2018-04-25,2018-06-30
2113,YPF,2017-08-04,2017-09-30
2115,YPF,2018-03-05,2018-03-31
2116,YPF,2018-05-09,2018-06-30
2117,ZBRA,2017-08-08,2017-09-30
2118,ZBRA,2017-11-07,2017-12-31
2119,ZBRA,2018-02-22,2018-03-31
2120,ZBRA,2018-05-08,2018-06-30
2129,ZIOP,2017-08-01,2017-09-30
2131,ZIOP,2018-03-02,2018-03-31
2133,ABB,2017-07-20,2017-09-30
2134,ABB,2017-10-26,2017-12-31
2135,ABB,2018-02-08,2018-03-31
2136,ABB,2018-04-19,2018-06-30
2137,ABBV,2017-07-28,2017-09-30
2138,ABBV,2017-10-27,2017-12-31
2139,ABBV,2018-01-26,2018-03-31
2140,ABBV,2018-04-26,2018-06-30
2141,ABC,2017-08-03,2017-09-30
2142,ABC,2017-11-02,2017-12-31
2143,ABC,2018-02-06,2018-03-31
2144,ABC,2018-05-02,2018-06-30
2145,ABEO,2017-08-15,2017-09-30
2146,ABEO,2018-04-02,2017-12-31
2149,ABMD,2017-07-27,2017-09-30
2150,ABMD,2017-10-26,2017-12-31
2151,ABMD,2018-02-01,2018-03-31
2152,ABMD,2018-05-03,2018-06-30
2153,ABR,2017-08-04,2017-09-30
2155,ABR,2018-02-23,2018-03-31
2156,ABR,2018-05-04,2018-06-30
2157,ABT,2017-07-20,2017-09-30
2158,ABT,2017-10-18,2017-12-31
2159,ABT,2018-01-24,2018-03-31
2160,ABT,2018-04-18,2018-06-30
2161,AMTD,2017-07-18,2017-09-30
2162,AMTD,2017-10-24,2017-12-31
2163,AMTD,2018-01-23,2018-03-31
2164,AMTD,2018-04-24,2018-06-30
2165,AMZN,2017-07-28,2017-09-30
2166,AMZN,2017-10-27,2017-12-31
2167,AMZN,2018-02-02,2018-03-31
2168,AMZN,2018-04-27,2018-06-30
2169,ANDV,2017-08-09,2017-09-30
2170,ANDV,2017-11-09,2017-12-31
2171,ANDV,2018-02-16,2018-03-31
2172,ANDV,2018-05-08,2018-06-30
2177,ANET,2017-08-04,2017-09-30
2178,ANET,2017-11-03,2017-12-31
2179,ANET,2018-02-16,2018-03-31
2180,ANET,2018-05-04,2018-06-30
2185,ANTM,2017-07-26,2017-09-30
2186,ANTM,2017-10-25,2017-12-31
2187,ANTM,2018-01-31,2018-03-31
2188,ANTM,2018-04-25,2018-06-30
2189,ANW,2017-03-02,2017-03-31
2190,ANW,2017-05-24,2017-06-30
2191,ANW,2017-08-11,2017-09-30
2193,AOBC,2017-12-08,2017-10-31
2195,AOBC,2018-06-21,2018-04-30
2197,AOS,2017-07-26,2017-09-30
2198,AOS,2017-10-25,2017-12-31
2199,AOS,2018-01-30,2018-03-31
2200,AOS,2018-04-25,2018-06-30
2201,APA,2017-08-03,2017-09-30
2202,APA,2017-11-02,2017-12-31
2203,APA,2018-02-22,2018-03-31
2204,APA,2018-05-03,2018-06-30
2205,APC,2017-07-26,2017-09-30
2206,APC,2017-11-01,2017-12-31
2207,APC,2018-02-07,2018-03-31
2208,APC,2018-05-02,2018-06-30
2210,ARCH,2017-10-31,2017-12-31
2213,ARNA,2017-08-08,2017-09-30
2214,ARNA,2017-11-08,2017-12-31
2215,ARNA,2018-03-14,2018-03-31
2216,ARNA,2018-05-09,2018-06-30
2217,ARNC,2017-07-24,2017-09-30
2218,ARNC,2017-10-24,2017-12-31
2219,ARNC,2018-02-05,2018-03-31
2220,ARNC,2018-04-30,2018-06-30
2223,ARQL,2018-03-05,2018-03-31
2224,ARQL,2018-05-07,2018-06-30
2225,ARRY,2017-08-09,2017-09-30
2226,ARRY,2017-10-31,2017-12-31
2227,ARRY,2018-02-06,2018-03-31
2228,ARRY,2018-05-09,2018-06-30
2229,ARWR,2017-08-04,2017-09-30
2230,ARWR,2017-12-13,2017-12-31
2231,ARWR,2018-02-12,2018-03-31
2232,ARWR,2018-05-09,2018-06-30
2234,ASML,2017-10-18,2017-12-31
2241,ASUR,2017-08-14,2017-09-30
2242,ASUR,2017-11-13,2017-12-31
2243,ASUR,2018-03-15,2018-03-31
2244,ASUR,2018-05-10,2018-06-30
2245,ATEN,2017-02-10,2017-03-31
2246,ATEN,2017-04-28,2017-06-30
2247,ATEN,2017-07-28,2017-09-30
2248,ATEN,2017-10-27,2017-12-31
2249,ATHX,2017-08-10,2017-09-30
2250,ATHX,2017-11-09,2017-12-31
2251,ATHX,2018-03-14,2018-03-31
2252,ATHX,2018-05-11,2018-06-30
2253,ATRS,2017-08-08,2017-09-30
2254,ATRS,2017-11-07,2017-12-31
2255,ATRS,2018-03-13,2018-03-31
2256,ATRS,2018-05-08,2018-06-30
2261,ATVI,2017-08-04,2017-09-30
2262,ATVI,2017-11-03,2017-12-31
2263,ATVI,2018-02-09,2018-03-31
2264,ATVI,2018-05-04,2018-06-30
2271,AUY,2017-07-28,2017-09-30
2272,AUY,2017-10-27,2017-12-31
2277,AVEO,2017-08-03,2017-09-30
2278,AVEO,2017-11-07,2017-12-31
2285,AVP,2017-08-03,2017-09-30
2286,AVP,2017-11-02,2017-12-31
2287,AVP,2018-02-15,2018-03-31
2288,AVP,2018-05-03,2018-06-30
2289,AVY,2017-07-25,2017-09-30
2291,AVY,2018-01-31,2018-03-31
2292,AVY,2018-04-25,2018-06-30
2293,AXL,2017-07-28,2017-09-30
2294,AXL,2017-11-03,2017-12-31
2295,AXL,2018-02-16,2018-03-31
2296,AXL,2018-05-04,2018-06-30
2301,AXP,2017-07-20,2017-09-30
2302,AXP,2017-10-19,2017-12-31
2303,AXP,2018-01-19,2018-03-31
2304,AXP,2018-04-19,2018-06-30
2305,AZN,2017-07-27,2017-09-30
2306,AZN,2017-11-09,2017-12-31
2307,AZN,2018-02-02,2018-03-31
2308,AZN,2018-05-18,2018-06-30
2313,BA,2017-07-26,2017-09-30
2314,BA,2017-10-25,2017-12-31
2315,BA,2018-01-31,2018-03-31
2316,BA,2018-04-25,2018-06-30
2327,GCI,2018-02-20,2018-03-31
2328,GCI,2018-05-07,2018-06-30
2330,GD,2017-10-25,2017-12-31
2333,GE,2017-07-21,2017-09-30
2334,GE,2017-10-20,2017-12-31
2335,GE,2018-01-24,2018-03-31
2336,GE,2018-04-20,2018-06-30
2338,GERN,2017-08-10,2017-09-30
2339,GERN,2017-11-02,2017-12-31
2340,GERN,2018-03-19,2018-06-30
2346,GG,2017-07-27,2017-09-30
2347,GG,2017-10-26,2017-12-31
2348,GG,2018-02-15,2018-03-31
2349,GG,2018-04-26,2018-06-30
2350,GGAL,2017-11-09,2017-09-30
2351,GGAL,2018-02-09,2017-12-31
2352,GGAL,2018-05-25,2018-03-31
2354,GIII,2017-12-05,2017-07-31
2355,GIII,2018-03-22,2017-10-31
2358,GLUU,2017-08-02,2017-09-30
2359,GLUU,2017-11-02,2017-12-31
2360,GLUU,2018-02-09,2018-03-31
2361,GLUU,2018-05-02,2018-06-30
2362,GLW,2017-07-26,2017-09-30
2363,GLW,2017-10-24,2017-12-31
2364,GLW,2018-01-30,2018-03-31
2365,GLW,2018-04-24,2018-06-30
2366,GM,2017-07-25,2017-09-30
2367,GM,2017-10-24,2017-12-31
2368,GM,2018-02-06,2018-03-31
2369,GM,2018-04-26,2018-06-30
2375,GMLP,2017-11-30,2017-12-31
2376,GMLP,2018-02-28,2018-03-31
2377,GMLP,2018-05-31,2018-06-30
2378,GOGO,2017-08-07,2017-09-30
2379,GOGO,2017-11-02,2017-12-31
2380,GOGO,2018-02-22,2018-03-31
2381,GOGO,2018-05-04,2018-06-30
2386,GOOG,2017-07-25,2017-09-30
2387,GOOG,2017-10-27,2017-12-31
2388,GOOG,2018-02-02,2018-03-31
2389,GOOG,2018-04-24,2018-06-30
2390,GOOGL,2017-07-25,2017-09-30
2391,GOOGL,2017-10-27,2017-12-31
2392,GOOGL,2018-02-02,2018-03-31
2393,GOOGL,2018-04-24,2018-06-30
2394,GPOR,2017-08-09,2017-09-30
2395,GPOR,2017-11-02,2017-12-31
2396,GPOR,2018-02-22,2018-03-31
2397,GPOR,2018-05-09,2018-06-30
2398,GPRE,2017-08-01,2017-09-30
2399,GPRE,2017-11-02,2017-12-31
2400,GPRE,2018-02-08,2018-03-31
2401,GPRE,2018-05-07,2018-06-30
2402,GRUB,2017-08-04,2017-09-30
2403,GRUB,2017-10-25,2017-12-31
2404,GRUB,2018-02-08,2018-03-31
2405,GRUB,2018-05-01,2018-06-30
2406,GS,2017-07-18,2017-09-30
2407,GS,2017-10-17,2017-12-31
2408,GS,2018-01-17,2018-03-31
2409,GS,2018-04-17,2018-06-30
2410,GSAT,2017-11-03,2017-09-30
2411,GSAT,2018-02-23,2017-12-31
2412,GSAT,2018-05-10,2018-03-31
2414,GSK,2017-07-26,2017-09-30
2415,GSK,2017-10-25,2017-12-31
2418,GT,2017-07-28,2017-09-30
2419,GT,2017-10-27,2017-12-31
2420,GT,2018-02-08,2018-03-31
2421,GT,2018-04-25,2018-06-30
2426,GWRE,2017-11-30,2017-07-31
2427,GWRE,2018-03-07,2017-10-31
2430,GWW,2017-07-19,2017-09-30
2431,GWW,2017-10-17,2017-12-31
2432,GWW,2018-01-24,2018-03-31
2433,GWW,2018-04-19,2018-06-30
2434,HAIN,2017-08-29,2017-09-30
2438,HAL,2017-07-24,2017-09-30
2439,HAL,2017-10-23,2017-12-31
2442,HALO,2017-08-09,2017-09-30
2443,HALO,2017-11-08,2017-12-31
2444,HALO,2018-02-21,2018-03-31
2445,HALO,2018-05-11,2018-06-30
2447,HAS,2017-10-23,2017-12-31
2450,HBI,2017-08-02,2017-09-30
2452,HBI,2018-02-08,2018-03-31
2453,HBI,2018-05-01,2018-06-30
2454,HCA,2017-07-25,2017-09-30
2455,HCA,2017-10-31,2017-12-31
2458,HCLP,2017-08-03,2017-09-30
2459,HCLP,2017-11-01,2017-12-31
2460,HCLP,2018-02-20,2018-03-31
2461,HCLP,2018-05-02,2018-06-30
2470,HEP,2017-08-01,2017-09-30
2471,HEP,2017-10-31,2017-12-31
2472,HEP,2018-02-21,2018-03-31
2473,HEP,2018-05-02,2018-06-30
2475,HOG,2017-10-17,2017-12-31
2478,HOLX,2017-08-03,2017-09-30
2480,HOLX,2018-02-09,2018-03-31
2481,HOLX,2018-05-03,2018-06-30
2486,HPE,2017-08-24,2017-10-31
2487,HPE,2017-11-22,2018-01-31
2488,HPE,2018-02-22,2018-04-30
2489,HPE,2018-05-23,2018-07-31
2490,HPQ,2017-08-24,2017-10-31
2491,HPQ,2017-11-22,2018-01-31
2492,HPQ,2018-02-23,2018-04-30
2493,HPQ,2018-05-30,2018-07-31
2494,HQY,2017-12-06,2017-07-31
2495,HQY,2018-02-07,2017-10-31
2496,HQY,2018-03-20,2018-01-31
2498,HRB,2017-08-30,2017-10-31
2500,HRB,2018-03-07,2018-04-30
2501,HRB,2018-06-13,2018-07-31
2502,HRI,2017-08-08,2017-09-30
2503,HRI,2017-11-08,2017-12-31
2504,HRI,2018-02-28,2018-03-31
2505,HRI,2018-05-09,2018-06-30
2506,IDCC,2017-07-27,2017-09-30
2507,IDCC,2017-10-26,2017-12-31
2508,IDCC,2018-02-22,2018-03-31
2509,IDCC,2018-04-26,2018-06-30
2511,IDTI,2017-10-31,2017-12-31
2514,IEP,2017-08-08,2017-09-30
2516,IEP,2018-03-01,2018-03-31
2518,IGT,2017-08-01,2017-09-30
2519,IGT,2017-11-14,2017-12-31
2520,IGT,2018-03-08,2018-03-31
2521,IGT,2018-05-22,2018-06-30
2523,ILMN,2017-10-25,2017-12-31
2526,IMMU,2017-08-17,2017-09-30
2527,IMMU,2017-11-10,2017-12-31
2528,IMMU,2018-02-12,2018-03-31
2529,IMMU,2018-05-10,2018-06-30
2530,INFN,2017-08-04,2017-09-30
2532,INFN,2018-02-08,2018-03-31
2533,INFN,2018-05-10,2018-06-30
2534,INFY,2017-07-14,2017-09-30
2535,INFY,2017-10-24,2017-12-31
2536,INFY,2018-01-12,2018-03-31
2537,INFY,2018-04-13,2018-06-30
2538,INO,2017-08-09,2017-09-30
2539,INO,2017-11-09,2017-12-31
2540,INO,2018-03-15,2018-03-31
2541,INO,2018-05-10,2018-06-30
2542,INSG,2017-08-08,2017-09-30
2543,INSG,2017-11-03,2017-12-31
2544,INSG,2018-03-08,2018-03-31
2545,INSG,2018-05-09,2018-06-30
2546,INSY,2017-08-03,2017-09-30
2547,INSY,2017-11-02,2017-12-31
2548,INSY,2018-03-09,2018-03-31
2549,INSY,2018-05-09,2018-06-30
2550,INTC,2017-07-28,2017-09-30
2552,INTC,2018-01-26,2018-03-31
2553,INTC,2018-04-27,2018-06-30
2554,INTU,2017-08-23,2017-10-31
2555,INTU,2017-11-21,2018-01-31
2556,INTU,2018-02-23,2018-04-30
2557,INTU,2018-05-23,2018-07-31
2558,IRBT,2017-07-26,2017-09-30
2560,IRBT,2018-02-08,2018-03-31
2561,IRBT,2018-04-25,2018-06-30
2562,IRDM,2017-07-27,2017-09-30
2563,IRDM,2017-10-26,2017-12-31
2566,IRM,2017-07-28,2017-09-30
2567,IRM,2017-10-25,2017-12-31
2568,IRM,2018-02-16,2018-03-31
2570,ITUB,2017-08-01,2017-09-30
2571,ITUB,2017-10-31,2017-12-31
2572,ITUB,2018-02-06,2018-03-31
2574,ITW,2017-07-24,2017-09-30
2575,ITW,2017-10-23,2017-12-31
2576,ITW,2018-01-24,2018-03-31
2577,ITW,2018-04-26,2018-06-30
2578,IVC,2017-08-08,2017-09-30
2579,IVC,2017-11-08,2017-12-31
2580,IVC,2018-02-08,2018-03-31
2581,IVC,2018-05-08,2018-06-30
2582,IVZ,2017-07-27,2017-09-30
2583,IVZ,2017-10-26,2017-12-31
2584,IVZ,2018-01-31,2018-03-31
2585,IVZ,2018-04-26,2018-06-30
2590,JBHT,2017-07-17,2017-09-30
2591,JBHT,2017-10-13,2017-12-31
2592,JBHT,2018-01-18,2018-03-31
2593,JBHT,2018-04-16,2018-06-30
2594,JBL,2017-12-15,2017-08-31
2595,JBL,2018-03-16,2017-11-30
2598,JBLU,2017-07-25,2017-09-30
2599,JBLU,2017-10-24,2017-12-31
2600,JBLU,2018-01-25,2018-03-31
2601,JBLU,2018-04-24,2018-06-30
2602,JCI,2017-07-27,2017-09-30
2603,JCI,2017-11-09,2017-12-31
2604,JCI,2018-01-31,2018-03-31
2605,JCI,2018-05-01,2018-06-30
2614,K,2017-08-03,2017-09-30
2616,K,2018-02-08,2018-03-31
2617,K,2018-05-03,2018-06-30
2618,KBH,2018-01-11,2017-08-31
2619,KBH,2018-03-23,2017-11-30
2626,KEYS,2017-08-31,2017-10-31
2628,KEYS,2018-03-02,2018-04-30
2629,KEYS,2018-05-31,2018-07-31
2630,KIM,2017-07-27,2017-09-30
2631,KIM,2017-10-26,2017-12-31
2632,KIM,2018-02-15,2018-03-31
2633,KIM,2018-04-26,2018-06-30
2634,KMX,2017-12-21,2017-08-31
2635,KMX,2018-04-04,2017-11-30
2638,KNX,2017-07-27,2017-09-30
2639,KNX,2017-11-07,2017-12-31
2640,KNX,2018-01-31,2018-03-31
2641,KNX,2018-04-26,2018-06-30
2643,KO,2017-10-25,2017-12-31
2646,KORS,2017-08-08,2017-09-30
2648,KORS,2018-02-07,2018-03-31
2649,KORS,2018-05-30,2018-06-30
2650,LUV,2017-07-27,2017-09-30
2651,LUV,2017-10-26,2017-12-31
2652,LUV,2018-01-25,2018-03-31
2653,LUV,2018-04-26,2018-06-30
2654,LVS,2017-07-27,2017-09-30
2655,LVS,2017-10-26,2017-12-31
2656,LVS,2018-01-25,2018-03-31
2657,LVS,2018-04-26,2018-06-30
2670,MA,2017-07-27,2017-09-30
2671,MA,2017-10-31,2017-12-31
2672,MA,2018-02-02,2018-03-31
2673,MA,2018-05-02,2018-06-30
2678,MCHP,2017-08-04,2017-09-30
2679,MCHP,2017-11-07,2017-12-31
2680,MCHP,2018-02-07,2018-03-31
2681,MCHP,2018-05-08,2018-06-30
2682,MCK,2017-07-27,2017-09-30
2683,MCK,2017-10-26,2017-12-31
2684,MCK,2018-02-01,2018-03-31
2685,MCK,2018-05-24,2018-06-30
2686,MDCO,2017-08-09,2017-09-30
2687,MDCO,2017-10-25,2017-12-31
2688,MDCO,2018-02-21,2018-03-31
2689,MDCO,2018-04-25,2018-06-30
2690,MDLZ,2017-08-02,2017-09-30
2691,MDLZ,2017-10-31,2017-12-31
2692,MDLZ,2018-02-01,2018-03-31
2693,MDLZ,2018-05-02,2018-06-30
2694,MDR,2017-07-25,2017-09-30
2695,MDR,2017-11-01,2017-12-31
2696,MDR,2018-02-21,2018-03-31
2697,MDR,2018-04-24,2018-06-30
2702,MGA,2017-08-11,2017-09-30
2703,MGA,2017-11-09,2017-12-31
2704,MGA,2018-02-22,2018-03-31
2705,MGA,2018-05-10,2018-06-30
2706,MGM,2017-07-27,2017-09-30
2707,MGM,2017-11-08,2017-12-31
2708,MGM,2018-02-20,2018-03-31
2709,MGM,2018-04-26,2018-06-30
2710,MHK,2017-07-27,2017-09-30
2711,MHK,2017-10-27,2017-12-31
2712,MHK,2018-02-09,2018-03-31
2713,MHK,2018-04-27,2018-06-30
2718,MIC,2017-08-03,2017-09-30
2719,MIC,2017-11-02,2017-12-31
2720,MIC,2018-02-22,2018-03-31
2721,MIC,2018-05-03,2018-06-30
2726,MKSI,2017-07-26,2017-09-30
2727,MKSI,2017-10-25,2017-12-31
2728,MKSI,2018-02-01,2018-03-31
2729,MKSI,2018-04-25,2018-06-30
2734,MLM,2017-08-01,2017-09-30
2735,MLM,2017-11-02,2017-12-31
2736,MLM,2018-02-13,2018-03-31
2737,MLM,2018-05-08,2018-06-30
2738,MMC,2017-07-27,2017-09-30
2739,MMC,2017-10-26,2017-12-31
2740,MMC,2018-02-01,2018-03-31
2741,MMC,2018-04-26,2018-06-30
2746,MMP,2017-08-02,2017-09-30
2747,MMP,2017-11-02,2017-12-31
2748,MMP,2018-02-01,2018-03-31
2749,MMP,2018-05-03,2018-06-30
2754,MNKD,2017-08-08,2017-09-30
2755,MNKD,2017-11-08,2017-12-31
2756,MNKD,2018-02-28,2018-03-31
2757,MNKD,2018-05-10,2018-06-30
2758,MNST,2017-08-09,2017-09-30
2759,MNST,2017-11-09,2017-12-31
2760,MNST,2018-03-01,2018-03-31
2761,MNST,2018-05-09,2018-06-30
2762,MO,2017-07-27,2017-09-30
2764,MO,2018-02-01,2018-03-31
2765,MO,2018-04-26,2018-06-30
2778,MS,2017-07-19,2017-09-30
2780,MS,2018-01-18,2018-03-31
2781,MS,2018-04-18,2018-06-30
2782,MSFT,2017-07-21,2017-09-30
2783,MSFT,2017-10-27,2017-12-31
2784,MSFT,2018-02-01,2018-03-31
2785,MSFT,2018-04-27,2018-06-30
2787,MT,2017-07-27,2017-09-30
2788,MT,2017-11-10,2017-12-31
2789,MT,2018-01-31,2018-06-30
2791,MTCH,2017-08-02,2017-09-30
2792,MTCH,2017-11-08,2017-12-31
2793,MTCH,2018-02-07,2018-03-31
2794,MTCH,2018-05-09,2018-06-30
2795,MTZ,2017-08-04,2017-09-30
2797,MTZ,2018-02-28,2018-03-31
2798,MTZ,2018-05-01,2018-06-30
2799,MU,2017-12-20,2017-08-31
2800,MU,2018-03-23,2017-11-30
2803,MX,2017-08-04,2017-09-30
2804,MX,2017-11-02,2017-12-31
2805,MX,2018-02-07,2018-03-31
