,Underlying,timestamp,quarter
2806,MX,2018-05-01,2018-06-30
2809,MXIM,2018-01-26,2018-03-31
2810,MXIM,2018-04-27,2018-06-30
2811,MYL,2017-08-09,2017-09-30
2813,MYL,2018-03-01,2018-03-31
2814,MYL,2018-05-09,2018-06-30
2815,MZOR,2017-08-01,2017-09-30
2816,MZOR,2017-11-07,2017-12-31
2817,MZOR,2018-02-14,2018-03-31
2818,MZOR,2018-05-14,2018-06-30
2819,NAV,2017-12-19,2017-07-31
2820,NAV,2018-03-08,2017-10-31
2823,NBR,2017-08-03,2017-09-30
2824,NBR,2017-10-25,2017-12-31
2825,NBR,2018-02-28,2018-03-31
2826,NBR,2018-05-02,2018-06-30
2827,NEM,2017-07-25,2017-09-30
2828,NEM,2017-10-26,2017-12-31
2829,NEM,2018-02-22,2018-03-31
2830,NEM,2018-04-26,2018-06-30
2834,NEPT,2017-08-15,2017-12-31
2840,NFX,2017-08-02,2017-09-30
2841,NFX,2017-11-01,2017-12-31
2842,NFX,2018-02-21,2018-03-31
2843,NFX,2018-05-02,2018-06-30
2849,NKE,2017-12-22,2017-08-31
2850,NKE,2018-03-23,2017-11-30
2853,NKTR,2017-08-09,2017-09-30
2855,NKTR,2018-03-02,2018-03-31
2856,NKTR,2018-05-11,2018-06-30
2857,NLSN,2017-07-27,2017-09-30
2858,NLSN,2017-10-25,2017-12-31
2859,NLSN,2018-02-08,2018-03-31
2860,NLSN,2018-04-26,2018-06-30
2861,NLY,2017-08-03,2017-09-30
2862,NLY,2017-11-02,2017-12-31
2863,NLY,2018-02-15,2018-03-31
2864,NLY,2018-05-03,2018-06-30
2865,NOC,2017-07-26,2017-09-30
2866,NOC,2017-10-25,2017-12-31
2867,NOC,2018-01-25,2018-03-31
2868,NOC,2018-04-25,2018-06-30
2869,NS,2017-07-28,2017-09-30
2870,NS,2017-11-07,2017-12-31
2871,NS,2018-02-08,2018-03-31
2872,NS,2018-04-26,2018-06-30
2873,NSC,2017-07-26,2017-09-30
2874,NSC,2017-10-25,2017-12-31
2875,NSC,2018-01-24,2018-03-31
2876,NSC,2018-04-25,2018-06-30
2881,NTES,2017-08-10,2017-09-30
2882,NTES,2017-11-16,2017-12-31
2883,NTES,2018-02-08,2018-03-31
2884,NTES,2018-05-17,2018-06-30
2887,NTNX,2018-03-02,2018-04-30
2889,NUE,2017-07-20,2017-09-30
2890,NUE,2017-10-19,2017-12-31
2891,NUE,2018-01-30,2018-03-31
2892,NUE,2018-04-19,2018-06-30
2905,NVS,2017-07-18,2017-09-30
2906,NVS,2017-10-24,2017-12-31
2907,NVS,2018-01-24,2018-03-31
2908,NVS,2018-04-19,2018-06-30
2909,NVTA,2017-08-08,2017-09-30
2910,NVTA,2017-11-07,2017-12-31
2911,NVTA,2018-02-13,2018-03-31
2912,NVTA,2018-05-10,2018-06-30
2913,NWL,2017-08-04,2017-09-30
2914,NWL,2017-11-02,2017-12-31
2915,NWL,2018-02-16,2018-03-31
2922,NXPI,2017-10-26,2017-12-31
2925,OCN,2017-08-02,2017-09-30
2926,OCN,2017-11-02,2017-12-31
2927,OCN,2018-02-28,2018-03-31
2928,OCN,2018-05-02,2018-06-30
2929,OCUL,2017-08-09,2017-09-30
2930,OCUL,2017-11-08,2017-12-31
2931,OCUL,2018-03-08,2018-03-31
2932,OCUL,2018-05-09,2018-06-30
2933,ODP,2017-08-09,2017-09-30
2935,ODP,2018-02-28,2018-03-31
2936,ODP,2018-05-09,2018-06-30
2937,OHI,2017-08-02,2017-09-30
2938,OHI,2017-10-31,2017-12-31
2939,OHI,2018-02-14,2018-03-31
2940,OHI,2018-05-08,2018-06-30
2941,OKE,2017-08-02,2017-09-30
2942,OKE,2017-11-01,2017-12-31
2943,OKE,2018-02-27,2018-03-31
2944,OKE,2018-05-02,2018-06-30
2949,OLED,2017-08-04,2017-09-30
2950,OLED,2017-11-03,2017-12-31
2951,OLED,2018-02-23,2018-03-31
2952,OLED,2018-05-04,2018-06-30
2957,OLN,2017-08-01,2017-09-30
2958,OLN,2017-10-31,2017-12-31
2959,OLN,2018-02-07,2018-03-31
2960,OLN,2018-05-02,2018-06-30
2961,OMC,2017-07-20,2017-09-30
2962,OMC,2017-10-17,2017-12-31
2963,OMC,2018-02-13,2018-03-31
2964,OMC,2018-04-17,2018-06-30
2965,OMER,2017-08-09,2017-09-30
2967,OMER,2018-03-02,2018-03-31
2968,OMER,2018-05-11,2018-06-30
2970,ON,2018-04-30,2017-12-31
2973,ONDK,2017-08-07,2017-09-30
2974,ONDK,2017-11-06,2017-12-31
2975,ONDK,2018-02-13,2018-03-31
2976,ONDK,2018-05-08,2018-06-30
2977,OPK,2017-08-09,2017-09-30
2979,OPK,2018-03-02,2018-03-31
2980,OPK,2018-05-09,2018-06-30
2981,ORCL,2017-12-15,2017-08-31
2982,ORCL,2018-03-20,2017-11-30
2985,ORLY,2017-07-27,2017-09-30
2986,ORLY,2017-10-26,2017-12-31
2987,ORLY,2018-02-08,2018-03-31
2988,ORLY,2018-04-26,2018-06-30
2989,OSTK,2017-08-04,2017-09-30
2990,OSTK,2017-11-09,2017-12-31
2991,OSTK,2018-03-16,2018-03-31
2992,OSTK,2018-05-09,2018-06-30
2993,OXY,2017-08-02,2017-09-30
2994,OXY,2017-11-02,2017-12-31
2995,OXY,2018-02-14,2018-03-31
2996,OXY,2018-05-09,2018-06-30
2997,OZM,2017-08-02,2017-09-30
2999,OZM,2018-02-16,2018-03-31
3000,OZM,2018-05-02,2018-06-30
3001,PDCE,2017-08-08,2017-09-30
3002,PDCE,2017-11-07,2017-12-31
3003,PDCE,2018-02-27,2018-03-31
3004,PDCE,2018-05-04,2018-06-30
3009,PDLI,2017-08-04,2017-09-30
3010,PDLI,2017-11-03,2017-12-31
3011,PDLI,2018-03-09,2018-03-31
3012,PDLI,2018-05-10,2018-06-30
3013,PE,2017-08-03,2017-09-30
3014,PE,2017-11-08,2017-12-31
3015,PE,2018-02-22,2018-03-31
3016,PE,2018-05-04,2018-06-30
3021,PG,2017-07-27,2017-09-30
3022,PG,2017-10-20,2017-12-31
3023,PG,2018-01-23,2018-03-31
3024,PG,2018-04-20,2018-06-30
3025,PH,2017-08-03,2017-09-30
3026,PH,2017-11-02,2017-12-31
3027,PH,2018-02-01,2018-03-31
3028,PH,2018-04-26,2018-06-30
3029,PHM,2017-07-25,2017-09-30
3030,PHM,2017-10-24,2017-12-31
3031,PHM,2018-01-30,2018-03-31
3032,PHM,2018-04-24,2018-06-30
3033,PLNT,2017-08-10,2017-09-30
3034,PLNT,2017-11-08,2017-12-31
3035,PLNT,2018-02-23,2018-03-31
3036,PLNT,2018-05-09,2018-06-30
3037,PLUG,2017-08-08,2017-09-30
3038,PLUG,2017-11-08,2017-12-31
3039,PLUG,2018-02-08,2018-03-31
3040,PLUG,2018-05-09,2018-06-30
3041,PPG,2017-07-20,2017-09-30
3042,PPG,2017-10-19,2017-12-31
3043,PPG,2018-01-18,2018-03-31
3044,PPG,2018-04-19,2018-06-30
3045,PRTY,2017-08-02,2017-09-30
3046,PRTY,2017-11-09,2017-12-31
3047,PRTY,2018-03-09,2018-03-31
3048,PRTY,2018-05-09,2018-06-30
3049,PTCT,2017-08-09,2017-09-30
3051,PTCT,2018-03-07,2018-03-31
3052,PTCT,2018-05-10,2018-06-30
3054,PTLA,2017-11-07,2017-12-31
3055,PTLA,2018-03-01,2018-03-31
3056,PTLA,2018-05-10,2018-06-30
3067,QSR,2017-08-02,2017-09-30
3068,QSR,2017-10-26,2017-12-31
3069,RACE,2017-08-03,2017-09-30
3070,RACE,2017-11-02,2017-12-31
3071,RACE,2018-02-01,2018-03-31
3072,RACE,2018-05-03,2018-06-30
3077,REI,2017-08-09,2017-09-30
3078,REI,2017-11-09,2017-12-31
3079,REI,2018-03-16,2018-03-31
3080,REI,2018-05-09,2018-06-30
3089,RHP,2017-08-08,2017-09-30
3090,RHP,2017-11-07,2017-12-31
3091,RHP,2018-02-23,2018-03-31
3092,RHP,2018-05-01,2018-06-30
3093,RHT,2017-12-20,2017-08-31
3094,RHT,2018-03-27,2017-11-30
3097,RIG,2017-08-03,2017-09-30
3098,RIG,2017-11-02,2017-12-31
3099,RIG,2018-02-21,2018-03-31
3100,RIG,2018-05-01,2018-06-30
3101,ROK,2017-07-26,2017-09-30
3102,ROK,2017-11-08,2017-12-31
3103,ROK,2018-01-24,2018-03-31
3104,ROK,2018-04-25,2018-06-30
3113,RP,2017-08-03,2017-09-30
3114,RP,2017-11-03,2017-12-31
3115,RP,2018-02-28,2018-03-31
3117,RTRX,2017-08-10,2017-09-30
3118,RTRX,2017-11-08,2017-12-31
3119,RTRX,2018-02-28,2018-03-31
3120,RTRX,2018-05-02,2018-06-30
3121,RUBI,2017-08-02,2017-09-30
3122,RUBI,2017-11-03,2017-12-31
3123,RUBI,2018-03-15,2018-03-31
3124,RUBI,2018-05-04,2018-06-30
3125,S,2017-08-01,2017-09-30
3126,S,2017-10-25,2017-12-31
3127,S,2018-02-02,2018-03-31
3128,S,2018-05-03,2018-06-30
3132,SAGE,2018-05-03,2018-06-30
3133,SENS,2017-08-04,2017-09-30
3134,SENS,2017-11-01,2017-12-31
3135,SENS,2018-03-14,2018-03-31
3136,SENS,2018-05-11,2018-06-30
3137,SFLY,2017-07-26,2017-09-30
3138,SFLY,2017-10-25,2017-12-31
3139,SFLY,2018-01-31,2018-03-31
3140,SFLY,2018-05-02,2018-06-30
3141,SGMO,2017-08-10,2017-09-30
3142,SGMO,2017-11-10,2017-12-31
3143,SGMO,2018-02-22,2018-03-31
3144,SGMO,2018-05-08,2018-06-30
3145,SGMS,2017-07-24,2017-09-30
3146,SGMS,2017-11-02,2017-12-31
3157,SHLX,2017-08-03,2017-09-30
3158,SHLX,2017-11-03,2017-12-31
3159,SHLX,2018-02-27,2018-03-31
3161,SHOP,2017-08-01,2017-09-30
3162,SHOP,2017-10-31,2017-12-31
3163,SHOP,2018-02-15,2018-03-31
3164,SHOP,2018-05-01,2018-06-30
3165,SLB,2017-07-21,2017-09-30
3166,SLB,2017-10-20,2017-12-31
3167,SLB,2018-01-19,2018-03-31
3168,SLB,2018-04-20,2018-06-30
3169,SM,2017-08-04,2017-09-30
3170,SM,2017-11-03,2017-12-31
3171,SM,2018-02-22,2018-03-31
3172,SM,2018-05-04,2018-06-30
3180,SNAP,2018-05-02,2018-06-30
3181,SPGI,2017-07-27,2017-09-30
3182,SPGI,2017-10-26,2017-12-31
3183,SPGI,2018-02-06,2018-03-31
3184,SPGI,2018-04-26,2018-06-30
3189,SPLK,2017-08-25,2017-10-31
3191,SPLK,2018-03-02,2018-04-30
3192,SPLK,2018-05-25,2018-07-31
3193,SRPT,2017-07-20,2017-09-30
3195,SRPT,2018-03-02,2018-03-31
3196,SRPT,2018-05-04,2018-06-30
3197,SSTK,2017-08-02,2017-09-30
3198,SSTK,2017-10-31,2017-12-31
3199,SSTK,2018-02-22,2018-03-31
3200,SSTK,2018-04-26,2018-06-30
3201,SSW,2017-08-01,2017-09-30
3202,SSW,2017-11-01,2017-12-31
3203,SSW,2018-02-28,2018-03-31
3204,SSW,2018-05-03,2018-06-30
3209,TSCO,2017-07-27,2017-09-30
3211,TSCO,2018-02-01,2018-03-31
3212,TSCO,2018-04-26,2018-06-30
3213,TSLA,2017-08-03,2017-09-30
3214,TSLA,2017-11-02,2017-12-31
3215,TSLA,2018-02-08,2018-03-31
3216,TSLA,2018-05-03,2018-06-30
3217,TSM,2017-07-13,2017-09-30
3218,TSM,2017-10-19,2017-12-31
3219,TSM,2018-01-18,2018-03-31
3220,TSM,2018-04-19,2018-06-30
3221,TSN,2017-08-07,2017-09-30
3223,TSN,2018-02-08,2018-03-31
3224,TSN,2018-05-07,2018-06-30
3225,TTGT,2017-08-10,2017-09-30
3226,TTGT,2017-11-09,2017-12-31
3227,TTGT,2018-02-08,2018-03-31
3228,TTGT,2018-05-10,2018-06-30
3229,TWLO,2017-08-08,2017-09-30
3230,TWLO,2017-11-09,2017-12-31
3231,TWLO,2018-02-14,2018-03-31
3232,TWLO,2018-05-09,2018-06-30
3233,TWTR,2017-07-27,2017-09-30
3234,TWTR,2017-10-26,2017-12-31
3235,TWTR,2018-02-08,2018-03-31
3236,TWTR,2018-04-25,2018-06-30
3237,UA,2017-08-01,2017-09-30
3238,UA,2017-10-31,2017-12-31
3239,UA,2018-02-13,2018-03-31
3240,UA,2018-05-01,2018-06-30
3241,UAA,2017-08-01,2017-09-30
3242,UAA,2017-10-31,2017-12-31
3243,UAA,2018-02-13,2018-03-31
3244,UAA,2018-05-01,2018-06-30
3245,UIS,2017-08-02,2017-09-30
3246,UIS,2017-10-31,2017-12-31
3247,UIS,2018-02-09,2018-03-31
3248,UIS,2018-05-02,2018-06-30
3249,UNM,2017-07-28,2017-09-30
3250,UNM,2017-10-26,2017-12-31
3251,UNM,2018-02-01,2018-03-31
3252,UNM,2018-05-02,2018-06-30
3253,UPS,2017-07-27,2017-09-30
3254,UPS,2017-10-26,2017-12-31
3255,UPS,2018-02-01,2018-03-31
3256,UPS,2018-04-26,2018-06-30
3257,URBN,2017-08-16,2017-10-31
3259,URBN,2018-03-07,2018-04-30
3261,URI,2017-07-20,2017-09-30
3262,URI,2017-10-19,2017-12-31
3263,URI,2018-01-25,2018-03-31
3264,URI,2018-04-19,2018-06-30
3269,USCR,2017-08-08,2017-09-30
3271,USCR,2018-03-01,2018-03-31
3272,USCR,2018-04-30,2018-06-30
3273,UTX,2017-07-26,2017-09-30
3274,UTX,2017-10-24,2017-12-31
3275,UTX,2018-01-24,2018-03-31
3276,UTX,2018-04-24,2018-06-30
3277,V,2017-07-21,2017-09-30
3278,V,2017-10-25,2017-12-31
3279,V,2018-02-02,2018-03-31
3280,V,2018-04-26,2018-06-30
3281,VAC,2017-08-03,2017-09-30
3282,VAC,2017-11-02,2017-12-31
3283,VAC,2018-02-27,2018-03-31
3284,VAC,2018-05-03,2018-06-30
3285,VALE,2017-07-27,2017-09-30
3287,VALE,2018-02-28,2018-03-31
3288,VALE,2018-04-25,2018-06-30
3289,VC,2017-07-27,2017-09-30
3290,VC,2017-10-26,2017-12-31
3291,VC,2018-02-22,2018-03-31
3293,VEEV,2017-08-25,2017-10-31
3294,VEEV,2017-12-06,2018-01-31
3295,VEEV,2018-02-28,2018-04-30
3296,VEEV,2018-05-25,2018-07-31
3297,VMC,2017-08-02,2017-09-30
3298,VMC,2017-11-02,2017-12-31
3299,VMC,2018-02-16,2018-03-31
3300,VMC,2018-05-03,2018-06-30
3301,VNO,2017-08-01,2017-09-30
3302,VNO,2017-10-31,2017-12-31
3303,VNO,2018-02-13,2018-03-31
3304,VNO,2018-05-01,2018-06-30
3305,VNOM,2017-08-02,2017-09-30
3306,VNOM,2017-10-25,2017-12-31
3307,VNOM,2018-02-07,2018-03-31
3308,VNOM,2018-05-02,2018-06-30
3309,VRNS,2017-08-04,2017-09-30
3310,VRNS,2017-11-03,2017-12-31
3311,VRNS,2018-02-13,2018-03-31
3312,VRNS,2018-05-01,2018-06-30
3313,VRSN,2017-07-28,2017-09-30
3314,VRSN,2017-10-27,2017-12-31
3315,VRSN,2018-02-09,2018-03-31
3316,VRSN,2018-04-27,2018-06-30
3317,VRTX,2017-07-27,2017-09-30
3318,VRTX,2017-10-26,2017-12-31
3319,VRTX,2018-02-01,2018-03-31
3320,VRTX,2018-04-27,2018-06-30
3321,VVUS,2017-08-04,2017-09-30
3322,VVUS,2017-11-08,2017-12-31
3323,VVUS,2018-03-14,2018-03-31
3324,VVUS,2018-05-09,2018-06-30
3325,VZ,2017-07-27,2017-09-30
3326,VZ,2017-10-19,2017-12-31
3327,VZ,2018-01-23,2018-03-31
3328,VZ,2018-04-24,2018-06-30
3329,W,2017-08-08,2017-09-30
3330,W,2017-11-02,2017-12-31
3331,W,2018-02-22,2018-03-31
3332,W,2018-05-02,2018-06-30
3333,WATT,2017-08-09,2017-09-30
3335,WATT,2018-02-16,2018-03-31
3336,WATT,2018-05-02,2018-06-30
3341,WBA,2017-06-29,2017-08-31
3342,WBA,2017-10-25,2017-11-30
3343,WBA,2018-01-04,2018-02-28
3344,WBA,2018-03-28,2018-05-31
3345,WDAY,2017-06-02,2017-07-31
3346,WDAY,2017-08-31,2017-10-31
3347,WDAY,2017-11-30,2018-01-31
3348,WDAY,2018-02-28,2018-04-30
3357,WHR,2017-07-27,2017-09-30
3358,WHR,2017-10-24,2017-12-31
3359,WHR,2018-01-25,2018-03-31
3360,WHR,2018-04-24,2018-06-30
3361,WIN,2017-08-03,2017-09-30
3362,WIN,2017-11-09,2017-12-31
3363,WIN,2018-02-22,2018-03-31
3364,WIN,2018-05-03,2018-06-30
3365,WIX,2017-07-28,2017-09-30
3366,WIX,2017-11-08,2017-12-31
3367,WIX,2018-02-14,2018-03-31
3368,WIX,2018-05-09,2018-06-30
3369,WLK,2017-08-03,2017-09-30
3370,WLK,2017-11-07,2017-12-31
3371,WLK,2018-02-20,2018-03-31
3372,WLK,2018-05-03,2018-06-30
3373,WLL,2017-07-27,2017-09-30
3374,WLL,2017-10-26,2017-12-31
3375,WLL,2018-02-22,2018-03-31
3376,WLL,2018-05-01,2018-06-30
3377,WM,2017-07-26,2017-09-30
3378,WM,2017-10-26,2017-12-31
3379,WM,2018-02-15,2018-03-31
3380,WM,2018-04-20,2018-06-30
3381,WMB,2017-08-03,2017-09-30
3382,WMB,2017-11-02,2017-12-31
3383,WMB,2018-02-15,2018-03-31
3384,WMB,2018-05-03,2018-06-30
3385,WMT,2017-08-17,2017-10-31
3386,WMT,2017-11-16,2018-01-31
3387,WMT,2018-02-20,2018-04-30
3388,WMT,2018-05-17,2018-07-31
3389,WPG,2017-07-27,2017-09-30
3390,WPG,2017-10-26,2017-12-31
3391,WPG,2018-02-22,2018-03-31
3392,WPG,2018-04-26,2018-06-30
3393,WPM,2017-08-11,2017-09-30
3394,WPM,2017-11-10,2017-12-31
3395,WPM,2018-03-22,2018-03-31
3396,WPM,2018-05-11,2018-06-30
3397,WPRT,2017-08-15,2017-09-30
3398,WPRT,2017-11-15,2017-12-31
3399,WPRT,2018-03-23,2018-03-31
3401,WPX,2017-08-03,2017-09-30
3402,WPX,2017-11-02,2017-12-31
3403,WPX,2018-02-22,2018-03-31
3404,WPX,2018-05-03,2018-06-30
3405,X,2017-07-26,2017-09-30
3406,X,2017-11-01,2017-12-31
3407,X,2018-02-01,2018-03-31
3408,X,2018-04-27,2018-06-30
3409,XEC,2017-08-09,2017-09-30
3410,XEC,2017-11-08,2017-12-31
3411,XEC,2018-02-15,2018-03-31
3412,XEC,2018-05-09,2018-06-30
3413,YRD,2017-08-01,2017-09-30
3414,YRD,2017-11-15,2017-12-31
3417,YUM,2017-08-03,2017-09-30
3418,YUM,2017-11-02,2017-12-31
3419,YUM,2018-02-08,2018-03-31
3420,YUM,2018-05-02,2018-06-30
3423,YUMC,2018-02-08,2018-03-31
3424,YUMC,2018-05-02,2018-06-30
3429,Z,2017-08-09,2017-09-30
3430,Z,2017-11-08,2017-12-31
3431,Z,2018-02-09,2018-03-31
3432,Z,2018-05-08,2018-06-30
3433,ZAYO,2017-08-22,2017-09-30
3434,ZAYO,2017-11-07,2017-12-31
3435,ZAYO,2018-02-08,2018-03-31
3436,ZAYO,2018-05-04,2018-06-30
3437,ZNGA,2017-08-03,2017-09-30
3438,ZNGA,2017-11-08,2017-12-31
3439,ZNGA,2018-02-08,2018-03-31
3440,ZNGA,2018-05-03,2018-06-30
3442,ZTO,2017-11-21,2017-12-31
3449,FTNT,2017-07-27,2017-09-30
3450,FTNT,2017-10-27,2017-12-31
3451,FTNT,2018-02-06,2018-03-31
3452,FTNT,2018-05-04,2018-06-30
3453,FTR,2017-08-02,2017-09-30
3454,FTR,2017-11-01,2017-12-31
3455,FTR,2018-02-28,2018-03-31
3456,FTR,2018-05-02,2018-06-30
3458,FTV,2017-10-27,2017-12-31
3461,GFN,2017-11-07,2017-06-30
3462,GFN,2018-02-06,2017-09-30
3465,GNRC,2017-08-02,2017-09-30
3466,GNRC,2017-11-01,2017-12-31
3467,GNRC,2018-02-13,2018-03-31
3468,GNRC,2018-05-02,2018-06-30
3473,GPC,2017-07-20,2017-09-30
3474,GPC,2017-10-19,2017-12-31
3475,GPC,2018-02-20,2018-03-31
3476,GPC,2018-04-19,2018-06-30
3477,HLF,2017-08-02,2017-09-30
3478,HLF,2017-11-03,2017-12-31
3479,HLF,2018-02-23,2018-03-31
3480,HLF,2018-05-04,2018-06-30
3481,HP,2017-07-27,2017-09-30
3482,HP,2017-11-16,2017-12-31
3483,HP,2018-01-25,2018-03-31
3484,HP,2018-04-26,2018-06-30
3489,ICPT,2017-07-31,2017-09-30
3491,ICPT,2018-02-14,2018-03-31
3492,ICPT,2018-05-08,2018-06-30
3493,IRT,2017-08-01,2017-09-30
3494,IRT,2017-10-31,2017-12-31
3495,IRT,2018-02-20,2018-03-31
3496,IRT,2018-04-25,2018-06-30
3501,KHC,2017-08-04,2017-09-30
3503,KHC,2018-02-16,2018-03-31
3504,KHC,2018-05-03,2018-06-30
3506,PFE,2017-10-31,2017-12-31
3513,PPL,2017-08-03,2017-09-30
3514,PPL,2017-11-01,2017-12-31
3515,PPL,2018-02-22,2018-03-31
3516,PPL,2018-05-03,2018-06-30
3517,PRGO,2017-08-10,2017-09-30
3519,PRGO,2018-05-08,2018-03-31
3521,PSTG,2017-08-25,2017-10-31
3523,PSTG,2018-03-02,2018-04-30
3524,PSTG,2018-05-22,2018-07-31
3525,PSX,2017-08-01,2017-09-30
3526,PSX,2017-10-27,2017-12-31
3527,PSX,2018-02-02,2018-03-31
3528,PSX,2018-04-27,2018-06-30
3529,RCL,2017-08-01,2017-09-30
3530,RCL,2017-11-07,2017-12-31
3531,RCL,2018-01-24,2018-03-31
3532,RCL,2018-04-26,2018-06-30
3533,RDUS,2017-08-04,2017-09-30
3535,RDUS,2018-03-02,2018-03-31
3536,RDUS,2018-05-10,2018-06-30
3537,RE,2017-07-25,2017-09-30
3538,RE,2017-10-31,2017-12-31
3539,RE,2018-02-06,2018-03-31
3540,RE,2018-04-26,2018-06-30
3541,RFP,2017-08-03,2017-09-30
3542,RFP,2017-11-02,2017-12-31
3543,RFP,2018-02-01,2018-03-31
3545,RGLD,2017-08-10,2017-09-30
3546,RGLD,2017-11-02,2017-12-31
3547,RGLD,2018-02-09,2018-03-31
3548,RGLD,2018-05-03,2018-06-30
3549,RGR,2017-08-03,2017-09-30
3550,RGR,2017-11-01,2017-12-31
3551,RGR,2018-02-22,2018-03-31
3558,RTN,2017-10-26,2017-12-31
3561,RUN,2017-08-08,2017-09-30
3563,RUN,2018-03-07,2018-03-31
3564,RUN,2018-05-10,2018-06-30
3567,RY,2017-08-23,2017-10-31
3570,SFM,2017-11-02,2017-12-31
3573,SLCA,2017-08-01,2017-09-30
3574,SLCA,2017-11-07,2017-12-31
3575,SLCA,2018-02-21,2018-03-31
3576,SLCA,2018-04-24,2018-06-30
3581,SN,2017-08-09,2017-09-30
3582,SN,2017-11-03,2017-12-31
3583,SN,2018-02-26,2018-03-31
3584,SN,2018-05-08,2018-06-30
3585,SNA,2017-07-20,2017-09-30
3587,SNA,2018-02-08,2018-03-31
3588,SNA,2018-04-19,2018-06-30
3589,SO,2017-08-02,2017-09-30
3590,SO,2017-11-01,2017-12-31
3591,SO,2018-02-21,2018-03-31
3592,SO,2018-05-02,2018-06-30
3593,SODA,2017-08-02,2017-09-30
3594,SODA,2017-11-01,2017-12-31
3595,SODA,2018-02-14,2018-03-31
3596,SODA,2018-05-02,2018-06-30
3597,SOHU,2017-07-31,2017-09-30
3598,SOHU,2017-10-27,2017-12-31
3599,SOHU,2018-01-29,2018-03-31
3601,SPG,2017-08-01,2017-09-30
3602,SPG,2017-10-27,2017-12-31
3603,SPG,2018-01-31,2018-03-31
3604,SPG,2018-04-27,2018-06-30
3605,SPPI,2017-08-04,2017-09-30
3607,SPPI,2018-03-07,2018-03-31
3608,SPPI,2018-05-04,2018-06-30
3610,SPWR,2017-11-02,2017-12-31
3613,SQ,2017-08-03,2017-09-30
3614,SQ,2017-11-09,2017-12-31
3615,SQ,2018-02-28,2018-03-31
3616,SQ,2018-05-03,2018-06-30
3621,STI,2017-07-21,2017-09-30
3622,STI,2017-10-20,2017-12-31
3623,STI,2018-01-19,2018-03-31
3624,STI,2018-04-20,2018-06-30
3625,STLD,2017-07-20,2017-09-30
3626,STLD,2017-10-19,2017-12-31
3627,STLD,2018-01-23,2018-03-31
3628,STLD,2018-04-19,2018-06-30
3629,STM,2017-07-26,2017-09-30
3630,STM,2017-10-26,2017-12-31
3631,STM,2018-01-25,2018-03-31
3632,STM,2018-04-25,2018-06-30
3637,TRN,2017-07-26,2017-09-30
3638,TRN,2017-10-26,2017-12-31
3639,TRN,2018-02-22,2018-03-31
3640,TRN,2018-04-26,2018-06-30
3641,TRXC,2017-08-03,2017-09-30
3643,TRXC,2018-03-07,2018-03-31
3644,TRXC,2018-05-09,2018-06-30
3645,TTPH,2017-11-03,2017-09-30
3649,TTWO,2017-08-03,2017-09-30
3650,TTWO,2017-11-08,2017-12-31
3651,TTWO,2018-02-08,2018-03-31
3652,TTWO,2018-05-17,2018-06-30
3653,TUP,2017-07-26,2017-09-30
3657,TXT,2017-07-19,2017-09-30
3659,TXT,2018-01-31,2018-03-31
3660,TXT,2018-04-18,2018-06-30
3665,UNH,2017-07-18,2017-09-30
3666,UNH,2017-10-17,2017-12-31
3667,UNH,2018-01-16,2018-03-31
3668,UNH,2018-04-17,2018-06-30
3669,UNIT,2017-08-04,2017-09-30
3671,UNIT,2018-03-02,2018-03-31
3672,UNIT,2018-05-11,2018-06-30
3673,UNP,2017-07-20,2017-09-30
3674,UNP,2017-10-26,2017-12-31
3675,UNP,2018-01-25,2018-03-31
3676,UNP,2018-04-26,2018-06-30
3681,VNET,2017-08-23,2017-09-30
3682,VNET,2017-12-06,2017-12-31
3683,VNET,2018-03-13,2018-03-31
3684,VNET,2018-05-18,2018-06-30
